Property ID,Construction year,Neighbourhood or locality,Type of building,Building condition,Number of frontages,Living area,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace surface,Terrace surface,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Heating type,Price,Monthly charges,Cadastral income,Surface of the plot,Garden,Garden surface,Terrace,Terrace surface,Terrace surface
10568910,None,None,None,As new,4.0,259  m² square meters,Hyper equipped,3.0,None,None,2.0,Yes,No,None,None,None,None,None,268  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 549,000  549000 €",None,None,860  m²  square meters,None,250  m²  square meters,None,None,None
10472234,1958.0,None,None,Good,2.0,115  m² square meters,Installed,3.0,1.0,None,1.0,None,No,None,None,None,None,None,523  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 215,000  215000 €",None,€ 433  433 €,324  m²  square meters,None,None,Yes,None,None
10568908,None,None,None,Good,None,None,None,2.0,None,1.0,1.0,None,No,None,None,None,None,None,524  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"€ 190,000  190000 €",None,None,None,None,None,None,None,None
10568907,2018.0,None,None,As new,2.0,108  m² square meters,Hyper equipped,3.0,1.0,None,1.0,Yes,None,55  m²  square meters,55  m²  square meters,Yes,None,None,93  kWh/m²  kilowatt hour per square meters,A,None,"€ 320,000  320000 €",None,€ 916  916 €,None,None,88  m²  square meters,None,55  m²  square meters,55  m²  square meters
10568906,1931.0,None,None,Just renovated,2.0,220  m² square meters,Installed,4.0,1.0,None,3.0,Yes,None,None,None,None,None,None,351  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 420,000  420000 €",None,"€ 1,901  1901 €",None,Yes,None,None,None,None
10568903,2007.0,None,None,As new,2.0,120  m² square meters,USA hyper equipped,2.0,1.0,None,1.0,None,No,None,None,Yes,Yes,No,110  kWh/m²  kilowatt hour per square meters,B,None,"€ 335,000  335000 €",€ 95  95 €,None,None,None,None,None,None,None
10568901,None,None,None,Good,2.0,100  m² square meters,Installed,2.0,1.0,None,1.0,None,None,7  m²  square meters,7  m²  square meters,Yes,Yes,None,169  kWh/m²  kilowatt hour per square meters,B,Fuel oil,"€ 195,000  195000 €",None,None,None,None,None,None,7  m²  square meters,7  m²  square meters
10568900,2023.0,None,None,None,2.0,71  m² square meters,Installed,1.0,1.0,None,1.0,None,None,6  m²  square meters,6  m²  square meters,None,None,None,72  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 245,000  245000 €",None,None,None,None,None,None,6  m²  square meters,6  m²  square meters
10568899,2023.0,None,None,None,2.0,71  m² square meters,Installed,1.0,1.0,None,1.0,None,None,6  m²  square meters,6  m²  square meters,None,None,None,72  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 249,000  249000 €",None,None,None,None,None,None,6  m²  square meters,6  m²  square meters
10568895,1991.0,Hoogbosch,None,As new,None,90  m² square meters,None,2.0,1.0,None,1.0,Yes,None,5  m²  square meters,5  m²  square meters,None,None,None,132  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 255,000  255000 €",€ 176  176 €,"€ 1,239  1239 €",None,None,None,None,5  m²  square meters,5  m²  square meters
10568893,2022.0,None,None,None,4.0,199  m² square meters,Installed,3.0,2.0,None,3.0,Yes,None,25  m²  square meters,25  m²  square meters,Yes,None,None,Not specified,Not specified,Gas,"€ 900,000  900000 €",None,None,None,None,None,None,25  m²  square meters,25  m²  square meters
10538697,2018.0,None,None,As new,1.0,50  m² square meters,None,1.0,1.0,None,1.0,None,No,None,None,No,No,No,71  kWh/m²  kilowatt hour per square meters,A,None,"€ 165,000  165000 €",None,None,None,None,None,None,None,None
10410615,None,None,None,To renovate,None,51  m² square meters,None,1.0,1.0,None,1.0,None,None,None,None,None,None,None,365  kWh/m²  kilowatt hour per square meters,D,None,"€ 169,000  169000 €",None,None,None,None,None,None,None,None
10378712,None,None,None,To renovate,None,51  m² square meters,None,1.0,1.0,None,1.0,None,None,None,None,None,None,None,365  kWh/m²  kilowatt hour per square meters,D,None,"€ 169,000  169000 €",None,None,None,None,None,None,None,None
10322507,None,None,None,To renovate,None,80  m² square meters,Not installed,2.0,None,None,None,None,None,None,None,None,None,None,1271  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 185,000  185000 €",None,None,None,None,None,None,None,None
10511127,None,None,None,Good,4.0,34  m² square meters,USA installed,None,1.0,None,1.0,None,No,6  m²  square meters,6  m²  square meters,Yes,Yes,No,192  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 190,000  190000 €",€ 100  100 €,None,None,None,None,None,6  m²  square meters,6  m²  square meters
10438333,None,Waremme,None,Good,3.0,168  m² square meters,Installed,3.0,1.0,None,1.0,None,No,16  m²  square meters,16  m²  square meters,None,None,None,178  kWh/m²  kilowatt hour per square meters,C,Electric,"€ 195,000  195000 €",None,None,None,None,None,None,16  m²  square meters,16  m²  square meters
10528794,1994.0,None,None,As new,None,47  m² square meters,Installed,None,1.0,None,1.0,None,Yes,None,None,Yes,No,No,195  kWh/m²  kilowatt hour per square meters,B,Electric,"€ 195,000  195000 €",None,€ 589  589 €,None,None,None,Yes,None,None
10488842,2005.0,None,None,None,None,84  m² square meters,None,2.0,None,None,2.0,None,No,None,None,None,None,None,290  kWh/m²  kilowatt hour per square meters,C,None,"€ 195,000  195000 €",None,None,None,None,None,None,None,None
10444745,1997.0,None,None,Just renovated,2.0,60  m² square meters,Hyper equipped,1.0,1.0,None,1.0,None,No,35  m²  square meters,35  m²  square meters,Yes,Yes,No,385  kWh/m²  kilowatt hour per square meters,G,Electric,"€ 209,000  209000 €",None,None,None,None,None,None,35  m²  square meters,35  m²  square meters
10259548,None,None,None,Just renovated,2.0,81  m² square meters,None,1.0,1.0,None,1.0,Yes,No,4  m²  square meters,4  m²  square meters,No,None,None,242  kWh/m²  kilowatt hour per square meters,C,None,"€ 219,000  219000 €",None,None,None,None,None,None,4  m²  square meters,4  m²  square meters
9954996,None,None,None,None,None,100  m² square meters,None,3.0,1.0,None,None,None,None,None,None,None,None,None,430  kWh/m²  kilowatt hour per square meters,F,None,"€ 223,000  223000 €",None,None,None,None,None,None,None,None
10538568,None,None,Apartment building,Just renovated,2.0,None,USA hyper equipped,2.0,None,1.0,1.0,None,Yes,None,None,No,No,No,237  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 235,000  235000 €",€ 25  25 €,None,None,None,None,None,None,None
10091663,2020.0,None,None,None,3.0,97  m² square meters,None,2.0,1.0,None,2.0,Yes,No,10  m²  square meters,10  m²  square meters,None,None,None,94  kWh/m²  kilowatt hour per square meters,B,None,"€ 235,000  235000 €",None,None,None,None,None,None,10  m²  square meters,10  m²  square meters
10255728,2020.0,None,None,None,3.0,97  m² square meters,None,2.0,1.0,None,2.0,Yes,No,10  m²  square meters,10  m²  square meters,None,None,None,94  kWh/m²  kilowatt hour per square meters,B,None,"€ 235,000  235000 €",None,None,None,None,None,None,10  m²  square meters,10  m²  square meters
10545155,None,None,None,Just renovated,2.0,65  m² square meters,USA hyper equipped,1.0,1.0,None,1.0,None,None,None,None,None,None,None,188  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 245,000  245000 €",None,None,None,None,None,Yes,None,None
10274663,1964.0,None,None,None,None,34  m² square meters,None,1.0,1.0,None,None,None,None,None,None,No,No,No,133  kWh/m²  kilowatt hour per square meters,B,None,"€ 249,000  249000 €",None,€ 426  426 €,None,Yes,None,None,None,None
10493224,1996.0,None,All kind,Good,None,164  m² square meters,None,3.0,None,None,None,None,None,None,None,No,No,None,223  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 260,000  260000 €",None,€ 722  722 €,None,None,None,Yes,None,None
10519459,1993.0,None,None,To renovate,None,None,None,2.0,3.0,None,1.0,None,None,35  m²  square meters,35  m²  square meters,Yes,No,No,490  kWh/m²  kilowatt hour per square meters,E,None,"€ 275,000  275000 €",None,None,None,None,None,None,35  m²  square meters,35  m²  square meters
10513384,2012.0,None,None,As new,None,None,None,2.0,1.0,None,2.0,None,Yes,None,None,Yes,No,No,136  kWh/m²  kilowatt hour per square meters,B,None,"€ 275,000  275000 €",None,None,None,None,None,Yes,None,None
9941376,None,None,None,As new,2.0,88  m² square meters,Hyper equipped,1.0,1.0,1.0,None,None,No,22  m²  square meters,22  m²  square meters,Yes,None,None,94  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 299,000  299000 €",None,None,None,None,None,None,22  m²  square meters,22  m²  square meters
10511062,None,Antwerpen-Centrum,None,As new,2.0,73  m² square meters,Hyper equipped,1.0,1.0,None,2.0,Yes,No,5  m²  square meters,5  m²  square meters,No,None,None,268  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 315,000  315000 €",None,None,None,None,None,None,5  m²  square meters,5  m²  square meters
9884262,1900.0,None,None,Just renovated,2.0,96  m² square meters,USA hyper equipped,1.0,1.0,1.0,1.0,None,None,12  m²  square meters,12  m²  square meters,No,No,No,251  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 425,000  425000 €",None,None,None,None,None,None,12  m²  square meters,12  m²  square meters
10098036,1925.0,None,None,Good,3.0,152  m² square meters,Installed,2.0,1.0,1.0,2.0,Yes,No,6  m²  square meters,6  m²  square meters,No,No,None,248  kWh/m²  kilowatt hour per square meters,E,Gas,"Make an offer starting from  € 440,000  Make an offer starting from  440000 €",None,None,None,None,None,None,6  m²  square meters,6  m²  square meters
10457316,None,None,None,As new,None,92  m² square meters,None,1.0,1.0,None,1.0,Yes,None,None,None,Yes,No,No,319  kWh/m²  kilowatt hour per square meters,D,None,"€ 445,000  445000 €",None,None,None,Yes,None,Yes,None,None
10253558,2022.0,None,None,Good,2.0,149  m² square meters,Installed,5.0,2.0,None,2.0,None,No,None,None,Yes,No,No,Not specified,Not specified,None,"€ 449,000  449000 €",None,None,None,None,None,Yes,None,None
10492623,2025.0,None,None,As new,4.0,126  m² square meters,Hyper equipped,3.0,2.0,None,None,None,No,13  m²  square meters,13  m²  square meters,Yes,No,No,Not specified,Not specified,None,"€ 482,000  482000 €",None,None,None,None,None,None,13  m²  square meters,13  m²  square meters
10302405,1972.0,None,Apartment building,As new,2.0,140  m² square meters,Installed,3.0,1.0,None,2.0,Yes,None,18  m²  square meters,18  m²  square meters,Yes,No,No,Not specified,Not specified,None,"€ 520,000  520000 €",€ 250  250 €,None,None,None,None,None,18  m²  square meters,18  m²  square meters
10071377,None,None,None,None,None,176  m² square meters,USA installed,3.0,1.0,None,2.0,None,No,None,None,No,No,No,35  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 555,000  555000 €",None,None,None,None,None,None,None,None
10493803,2019.0,None,None,None,None,103  m² square meters,Hyper equipped,2.0,2.0,None,2.0,Yes,No,None,None,None,None,None,78  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 621,500  621500 €",None,None,None,Yes,None,Yes,None,None
10430700,None,None,None,As new,3.0,175  m² square meters,USA hyper equipped,3.0,2.0,None,1.0,None,None,35  m²  square meters,35  m²  square meters,Yes,None,None,Not specified,Not specified,None,"€ 735,000  735000 €",None,None,None,None,None,None,35  m²  square meters,35  m²  square meters
10568889,1980.0,None,None,To be done up,4.0,184  m² square meters,Installed,3.0,1.0,None,1.0,None,No,50  m²  square meters,50  m²  square meters,None,None,None,954  kWh/m²  kilowatt hour per square meters,F,None,"€ 350,000  350000 €",None,€ 545  545 €,2450  m²  square meters,None,None,None,50  m²  square meters,50  m²  square meters
10568888,None,None,None,To renovate,3.0,None,None,3.0,None,None,None,None,No,None,None,None,None,None,1173  kWh/m²  kilowatt hour per square meters,F,None,"€ 175,000  175000 €",None,None,294  m²  square meters,None,None,None,None,None
10568887,None,None,None,Good,4.0,None,Installed,None,None,None,None,None,Yes,None,None,Yes,No,No,59  kWh/m²  kilowatt hour per square meters,A,None,"€ 320,000  320000 €",None,None,None,None,None,None,None,None
10568886,2025.0,None,None,As new,4.0,118  m² square meters,Hyper equipped,2.0,2.0,None,None,None,No,52  m²  square meters,52  m²  square meters,Yes,No,No,Not specified,Not specified,None,"€ 540,000  540000 €",None,None,None,None,None,None,52  m²  square meters,52  m²  square meters
10568884,2025.0,None,None,As new,4.0,166  m² square meters,Hyper equipped,3.0,2.0,None,None,None,No,12  m²  square meters,12  m²  square meters,Yes,No,No,Not specified,Not specified,None,"€ 720,000  720000 €",None,None,None,None,None,None,12  m²  square meters,12  m²  square meters
10568883,2015.0,None,None,To be done up,4.0,80  m² square meters,Installed,2.0,1.0,None,1.0,None,Yes,None,None,Yes,No,No,463  kWh/m²  kilowatt hour per square meters,G,Electric,"€ 255,000  255000 €",€ 130  130 €,"€ 1,014  1014 €",None,None,None,None,None,None
10568880,2023.0,None,None,Good,2.0,46  m² square meters,None,None,1.0,None,None,None,No,2  m²  square meters,2  m²  square meters,Yes,No,No,Not specified,Not specified,Gas,"€ 207,000  207000 €",None,None,None,None,None,None,2  m²  square meters,2  m²  square meters
10568879,2023.0,None,None,Good,2.0,87  m² square meters,None,2.0,1.0,None,None,None,No,14  m²  square meters,14  m²  square meters,Yes,No,No,Not specified,Not specified,Gas,"€ 313,000  313000 €",None,None,None,None,None,None,14  m²  square meters,14  m²  square meters
10568872,1998.0,None,None,Good,4.0,190  m² square meters,Installed,3.0,2.0,1.0,3.0,None,None,None,None,None,None,None,Not specified,C,Fuel oil,"€ 350,000  350000 €",None,"€ 1,122  1122 €",1609  m²  square meters,None,1609  m²  square meters,None,None,None
10568871,1998.0,None,None,Good,4.0,190  m² square meters,Installed,3.0,2.0,1.0,3.0,None,None,None,None,None,None,None,Not specified,C,Fuel oil,"€ 350,000  350000 €",None,"€ 1,122  1122 €",1609  m²  square meters,None,1609  m²  square meters,None,None,None
10568868,None,None,None,To renovate,2.0,67  m² square meters,Not installed,2.0,1.0,None,1.0,Yes,None,3  m²  square meters,3  m²  square meters,None,None,None,294  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 169,000  169000 €",None,€ 402  402 €,None,None,None,None,3  m²  square meters,3  m²  square meters
10533016,1970.0,None,None,To be done up,3.0,80  m² square meters,Installed,2.0,1.0,None,1.0,Yes,None,2  m²  square meters,2  m²  square meters,Yes,None,None,247  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"€ 187,500  187500 €",€ 275  275 €,€ 909  909 €,None,None,None,None,2  m²  square meters,2  m²  square meters
10568863,1930.0,None,None,Good,2.0,126  m² square meters,Installed,2.0,1.0,None,1.0,None,No,3  m²  square meters,3  m²  square meters,None,None,None,459  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 340,000  340000 €",None,None,None,None,None,None,3  m²  square meters,3  m²  square meters
10568854,2003.0,None,None,As new,None,200  m² square meters,None,6.0,6.0,None,6.0,None,None,None,None,None,None,None,111  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 695,000  695000 €",None,"€ 2,859  2859 €",None,None,None,None,None,None
10568851,1962.0,None,None,Just renovated,2.0,105  m² square meters,Installed,2.0,None,1.0,1.0,None,None,9  m²  square meters,9  m²  square meters,Yes,None,None,Not specified,Not specified,Gas,"€ 285,000  285000 €",€ 225  225 €,"€ 1,043  1043 €",None,None,None,None,9  m²  square meters,9  m²  square meters
10568847,1999.0,None,None,Good,None,206  m² square meters,Semi equipped,3.0,1.0,1.0,1.0,None,None,None,None,None,None,None,179  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 275,000  275000 €",None,None,None,None,None,Yes,None,None
