Property ID,Construction year,Neighbourhood or locality,Type of building,Building condition,Number of frontages,Living area,Kitchen type,Bedrooms,Bathrooms,Shower rooms,Toilets,Basement,Furnished,Terrace surface,Terrace surface,Elevator,Accessible for disabled people,Swimming pool,Primary energy consumption,Energy class,Heating type,Price,Monthly charges,Cadastral income,Surface of the plot,Garden,Garden surface,Terrace,Terrace surface,Terrace surface
10542955,None,Gent en omstreken,None,As new,None,146  m² square meters,Hyper equipped,3.0,1.0,None,None,None,No,27  m²  square meters,27  m²  square meters,Yes,None,No,Not specified,Not specified,None,"€ 601,150  601150 €",None,None,None,None,None,None,27  m²  square meters,27  m²  square meters
10144209,None,None,None,As new,2.0,148  m² square meters,Installed,2.0,2.0,None,2.0,None,No,45  m²  square meters,45  m²  square meters,Yes,No,No,Not specified,Not specified,Gas,"€ 620,000  620000 €",None,None,None,None,1840  m²  square meters,None,45  m²  square meters,45  m²  square meters
10542954,None,Gent en omstreken,None,As new,None,154  m² square meters,Hyper equipped,3.0,1.0,None,None,None,No,24  m²  square meters,24  m²  square meters,Yes,None,No,Not specified,Not specified,None,"€ 620,625  620625 €",None,None,None,None,None,None,24  m²  square meters,24  m²  square meters
10486524,2022.0,None,None,None,None,165  m² square meters,USA hyper equipped,3.0,2.0,None,3.0,Yes,No,22  m²  square meters,22  m²  square meters,Yes,Yes,No,55  kWh/m²  kilowatt hour per square meters,B,None,"€ 1,100,000  1100000 €",None,None,None,None,None,None,22  m²  square meters,22  m²  square meters
10555916,None,None,None,Good,2.0,100  m² square meters,Installed,3.0,1.0,None,None,Yes,None,30  m²  square meters,30  m²  square meters,None,None,None,705  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 400,000  400000 €",None,None,888  m²  square meters,None,600  m²  square meters,None,30  m²  square meters,30  m²  square meters
10555886,None,None,None,As new,4.0,600  m² square meters,Installed,10.0,8.0,None,None,Yes,None,None,None,None,None,None,518  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"€ 1,350,000  1350000 €",None,None,4795  m²  square meters,None,None,Yes,None,None
10496059,None,Jodoigne,None,Just renovated,2.0,143  m² square meters,Semi equipped,3.0,1.0,1.0,1.0,None,No,35  m²  square meters,35  m²  square meters,No,No,No,334  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 199,000  199000 €",None,None,None,None,None,None,35  m²  square meters,35  m²  square meters
10568885,2025.0,None,None,As new,4.0,126  m² square meters,Hyper equipped,3.0,2.0,None,None,None,No,13  m²  square meters,13  m²  square meters,Yes,No,No,Not specified,Not specified,None,"€ 482,000  482000 €",None,None,None,None,None,None,13  m²  square meters,13  m²  square meters
10569345,2009.0,None,None,As new,None,128  m² square meters,Installed,3.0,2.0,None,None,None,None,90  m²  square meters,90  m²  square meters,Yes,No,No,128  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 795,000  795000 €",None,"€ 1,406  1406 €",None,Yes,None,None,90  m²  square meters,90  m²  square meters
10565939,None,Périphérie,None,To renovate,4.0,532  m² square meters,Installed,3.0,1.0,1.0,2.0,None,No,None,None,None,None,None,354  kWh/m²  kilowatt hour per square meters,E,None,"€ 1,250,000  1250000 €",None,€ 462  462 €,22500  m²  square meters,None,None,Yes,None,None
10573915,None,PROXIMITE PLACE PINOY,All kind,None,None,35  m² square meters,None,None,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 230,000  230000 €",None,None,None,None,None,None,None,None
10568626,1850.0,None,None,To renovate,2.0,700  m² square meters,Not installed,8.0,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 299,000  299000 €",None,"€ 1,454  1454 €",461  m²  square meters,None,461  m²  square meters,None,None,None
10568628,1850.0,None,None,To renovate,2.0,700  m² square meters,Not installed,8.0,None,None,None,None,None,None,None,None,None,None,Not specified,Not specified,None,"€ 299,000  299000 €",None,"€ 1,454  1454 €",461  m²  square meters,None,461  m²  square meters,None,None,None
10569513,None,None,None,None,2.0,275  m² square meters,None,6.0,5.0,None,None,None,No,None,None,No,No,No,298  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 348,000  348000 €",None,"€ 1,786  1786 €",260  m²  square meters,Yes,None,None,None,None
10559791,2001.0,None,None,Good,2.0,80  m² square meters,Installed,2.0,1.0,None,1.0,None,No,None,None,No,No,No,Not specified,Not specified,None,"€ 220,000  220000 €",None,€ 707  707 €,None,None,None,None,None,None
10557030,2018.0,None,None,As new,None,90  m² square meters,Installed,2.0,1.0,None,1.0,None,None,4  m²  square meters,4  m²  square meters,Yes,No,No,79  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 269,000  269000 €",None,€ 878  878 €,None,None,None,None,4  m²  square meters,4  m²  square meters
10573589,1991.0,None,None,Just renovated,3.0,184  m² square meters,Installed,4.0,2.0,None,None,None,None,None,None,None,None,None,261  kWh/m²  kilowatt hour per square meters,C,None,None,None,"€ 2,470  2470 €",1050  m²  square meters,None,None,None,None,None
10577724,None,None,All kind,To renovate,2.0,None,None,1.0,1.0,None,2.0,Yes,None,9  m²  square meters,9  m²  square meters,None,None,None,422  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 250,000  250000 €",None,None,200  m²  square meters,None,55  m²  square meters,None,9  m²  square meters,9  m²  square meters
10567163,1988.0,None,All kind,Good,1.0,40  m² square meters,Installed,None,1.0,None,1.0,None,Yes,None,None,Yes,No,No,288  kWh/m²  kilowatt hour per square meters,C,Electric,"€ 135,000  135000 €",€ 40  40 €,€ 713  713 €,None,None,None,None,None,None
10560269,1991.0,None,None,As new,None,200  m² square meters,None,4.0,1.0,None,None,None,None,None,None,No,No,No,484  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 497,000  497000 €",None,€ 941  941 €,1298  m²  square meters,Yes,None,None,None,None
10559951,1966.0,None,None,As new,4.0,400  m² square meters,Installed,4.0,3.0,3.0,3.0,Yes,No,130  m²  square meters,130  m²  square meters,No,No,Yes,416  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 1,250,000  1250000 €",None,None,9426  m²  square meters,None,8000  m²  square meters,None,130  m²  square meters,130  m²  square meters
10026435,2011.0,None,None,None,None,48  m² square meters,None,None,None,None,None,None,None,None,None,Yes,No,No,73  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 129,000  129000 €",None,€ 622  622 €,None,None,None,None,None,None
10570441,1975.0,None,None,To be done up,4.0,266  m² square meters,USA installed,4.0,3.0,1.0,4.0,None,No,50  m²  square meters,50  m²  square meters,No,No,No,392  kWh/m²  kilowatt hour per square meters,G,Electric,"€ 1,195,000  1195000 €",None,None,10  m²  square meters,None,1080  m²  square meters,None,50  m²  square meters,50  m²  square meters
10570387,None,None,None,None,4.0,126  m² square meters,Installed,3.0,3.0,None,3.0,Yes,No,23  m²  square meters,23  m²  square meters,None,None,None,438  kWh/m²  kilowatt hour per square meters,G,Gas,"€ 450,000  450000 €",None,None,72  m²  square meters,None,None,None,23  m²  square meters,23  m²  square meters
10570386,None,None,None,None,2.0,44  m² square meters,Installed,None,None,1.0,1.0,Yes,No,4  m²  square meters,4  m²  square meters,Yes,None,None,248  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 260,000  260000 €",€ 150  150 €,None,None,None,None,None,4  m²  square meters,4  m²  square meters
10570385,1992.0,None,None,Good,3.0,68  m² square meters,None,1.0,1.0,None,None,None,No,39  m²  square meters,39  m²  square meters,No,No,No,178  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 230,000  230000 €",None,€ 863  863 €,None,None,None,None,39  m²  square meters,39  m²  square meters
10570378,1850.0,None,None,Good,2.0,95  m² square meters,None,2.0,None,None,None,None,No,None,None,No,No,No,254  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 339,000  339000 €",None,€ 701  701 €,None,None,None,Yes,None,None
10417681,None,None,None,None,4.0,162  m² square meters,Installed,3.0,1.0,None,None,None,None,None,None,None,None,None,721  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 429,000  429000 €",None,None,1260  m²  square meters,None,None,Yes,None,None
10531325,None,None,None,None,4.0,162  m² square meters,Installed,3.0,1.0,None,None,None,None,None,None,None,None,None,721  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 429,000  429000 €",None,None,1260  m²  square meters,None,None,Yes,None,None
10530282,2021.0,Bois du Cazier,None,As new,3.0,230  m² square meters,Hyper equipped,4.0,1.0,2.0,3.0,None,No,15  m²  square meters,15  m²  square meters,None,None,None,80  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 340,000  340000 €",None,None,800  m²  square meters,None,700  m²  square meters,None,15  m²  square meters,15  m²  square meters
10530302,2023.0,Bois du Cazier,None,As new,3.0,230  m² square meters,Hyper equipped,4.0,1.0,2.0,3.0,None,No,15  m²  square meters,15  m²  square meters,None,None,None,80  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 340,000  340000 €",None,None,800  m²  square meters,None,700  m²  square meters,None,15  m²  square meters,15  m²  square meters
10570374,1971.0,None,None,To restore,3.0,129  m² square meters,None,3.0,1.0,None,None,None,No,None,None,None,None,None,657  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 219,000  219000 €",None,€ 502  502 €,894  m²  square meters,None,None,None,None,None
10570373,1983.0,None,None,To be done up,4.0,241  m² square meters,None,3.0,1.0,None,3.0,None,None,None,None,None,None,None,457  kWh/m²  kilowatt hour per square meters,E,Fuel oil,"€ 549,000  549000 €",None,None,827  m²  square meters,None,None,Yes,None,None
10570364,None,None,None,Good,3.0,204  m² square meters,None,4.0,1.0,None,None,Yes,None,None,None,None,None,None,547  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 269,000  269000 €",None,None,328  m²  square meters,None,None,Yes,None,None
10570356,1987.0,None,None,Good,4.0,318  m² square meters,None,6.0,2.0,None,None,None,No,None,None,None,None,None,127  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 499,000  499000 €",None,"€ 1,162  1162 €",699  m²  square meters,None,None,None,None,None
10405969,None,None,None,None,4.0,210  m² square meters,Not installed,3.0,None,2.0,3.0,Yes,No,None,None,None,None,None,Not specified,Not specified,Gas,"€ 521,993  521993 €",None,None,957  m²  square meters,Yes,None,None,None,None
10570352,2002.0,None,None,As new,None,92  m² square meters,None,2.0,1.0,None,2.0,None,None,None,None,None,None,None,151  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 249,000  249000 €",None,€ 627  627 €,None,None,None,Yes,None,None
10570342,None,None,None,To renovate,2.0,130  m² square meters,None,3.0,1.0,None,1.0,None,No,None,None,None,None,None,494  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 125,000  125000 €",None,None,85  m²  square meters,None,30  m²  square meters,None,None,None
10570341,None,None,None,Good,3.0,105  m² square meters,None,3.0,1.0,None,1.0,None,No,None,None,None,None,None,331  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"€ 169,500  169500 €",None,€ 428  428 €,60  m²  square meters,None,None,None,None,None
10570340,None,None,None,Good,4.0,198  m² square meters,None,4.0,2.0,1.0,3.0,None,No,12  m²  square meters,12  m²  square meters,None,None,None,303  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"€ 349,000  349000 €",None,"€ 1,194  1194 €",1363  m²  square meters,None,1209  m²  square meters,None,12  m²  square meters,12  m²  square meters
10570337,1931.0,Liège,None,Good,2.0,170  m² square meters,Semi equipped,5.0,1.0,2.0,3.0,Yes,No,50  m²  square meters,50  m²  square meters,No,No,No,313  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 389,000  389000 €",None,"€ 1,284  1284 €",315  m²  square meters,None,200  m²  square meters,None,50  m²  square meters,50  m²  square meters
10434625,None,None,None,Good,2.0,114  m² square meters,Installed,3.0,None,1.0,1.0,None,None,34  m²  square meters,34  m²  square meters,None,None,None,369  kWh/m²  kilowatt hour per square meters,E,Gas,"Make an offer starting from  € 145,000  Make an offer starting from  145000 €",None,None,281  m²  square meters,None,204  m²  square meters,None,34  m²  square meters,34  m²  square meters
10570336,2012.0,None,None,None,2.0,115  m² square meters,Hyper equipped,2.0,1.0,None,None,None,None,18  m²  square meters,18  m²  square meters,Yes,None,None,110  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 479,000  479000 €",None,"€ 1,277  1277 €",None,None,None,None,18  m²  square meters,18  m²  square meters
10570335,2011.0,None,None,Good,3.0,116  m² square meters,Hyper equipped,3.0,2.0,None,None,None,None,22  m²  square meters,22  m²  square meters,Yes,None,None,76  kWh/m²  kilowatt hour per square meters,A,None,"€ 445,000  445000 €",None,"€ 1,438  1438 €",None,None,None,None,22  m²  square meters,22  m²  square meters
10570329,None,None,None,As new,2.0,98  m² square meters,Hyper equipped,3.0,1.0,1.0,1.0,Yes,No,4  m²  square meters,4  m²  square meters,Yes,Yes,None,280  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 315,000  315000 €",None,None,None,None,None,None,4  m²  square meters,4  m²  square meters
10570328,None,None,None,Good,4.0,None,None,3.0,1.0,None,2.0,Yes,None,None,None,None,None,None,452  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 299,000  299000 €",None,None,383  m²  square meters,None,None,None,None,None
10570327,2022.0,None,None,As new,3.0,71  m² square meters,Hyper equipped,2.0,1.0,None,1.0,Yes,No,10  m²  square meters,10  m²  square meters,Yes,None,No,14  kWh/m²  kilowatt hour per square meters,A,None,"€ 319,000  319000 €",None,None,None,None,None,None,10  m²  square meters,10  m²  square meters
10160536,1872.0,None,None,Good,2.0,236  m² square meters,None,3.0,1.0,None,1.0,Yes,None,None,None,None,None,None,Not specified,Not specified,Gas,"€ 365,000  365000 €",None,None,219  m²  square meters,None,None,None,None,None
10570324,None,Hainaut,None,Good,2.0,189  m² square meters,None,3.0,2.0,None,2.0,Yes,No,None,None,Yes,None,No,87  kWh/m²  kilowatt hour per square meters,B,Gas,"Make an offer starting from  € 299,000  Make an offer starting from  299000 €",None,"€ 1,139  1139 €",None,None,149  m²  square meters,Yes,None,None
10570323,1998.0,Brabant Wallon,None,To be done up,4.0,292  m² square meters,None,6.0,2.0,None,3.0,Yes,No,None,None,No,None,Yes,227  kWh/m²  kilowatt hour per square meters,C,Fuel oil,"Make an offer starting from  € 795,000  Make an offer starting from  795000 €",None,"€ 2,908  2908 €",12730  m²  square meters,None,None,Yes,None,None
10570322,1959.0,None,None,To renovate,4.0,175  m² square meters,None,5.0,2.0,None,2.0,Yes,None,None,None,None,None,None,586  kWh/m²  kilowatt hour per square meters,G,Fuel oil,"Make an offer starting from  € 395,000  Make an offer starting from  395000 €",None,"€ 2,785  2785 €",2030  m²  square meters,None,None,Yes,None,None
10541034,1963.0,None,None,None,None,44  m² square meters,None,None,1.0,None,None,None,No,2  m²  square meters,2  m²  square meters,Yes,No,No,183  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 135,000  135000 €",None,€ 651  651 €,None,None,None,None,2  m²  square meters,2  m²  square meters
10411864,None,None,All kind,Good,None,31  m² square meters,USA semi equipped,None,None,1.0,None,None,None,None,None,Yes,No,No,Not specified,Not specified,Gas,"€ 204,500  204500 €",€ 170  170 €,None,None,None,None,None,None,None
10263777,2009.0,None,None,None,None,42  m² square meters,None,None,1.0,None,1.0,None,None,None,None,Yes,None,None,228  kWh/m²  kilowatt hour per square meters,E,Electric,"€ 230,000  230000 €",None,None,None,None,None,None,None,None
10470084,2006.0,Geraardsbergen en deelgemeenten,None,None,2.0,100  m² square meters,Installed,3.0,1.0,None,None,None,None,None,None,No,None,None,119  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 235,000  235000 €",None,None,None,None,None,Yes,None,None
10504077,2018.0,None,None,None,2.0,32  m² square meters,None,None,None,None,None,None,No,None,None,Yes,No,No,102  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 249,000  249000 €",None,€ 812  812 €,None,None,None,None,None,None
10485029,2015.0,None,All kind,As new,2.0,118  m² square meters,None,3.0,1.0,None,2.0,None,No,13  m²  square meters,13  m²  square meters,None,None,None,85  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 295,000  295000 €",None,None,None,None,12  m²  square meters,None,13  m²  square meters,13  m²  square meters
10501434,2008.0,None,All kind,Good,None,100  m² square meters,None,3.0,1.0,None,1.0,None,None,11  m²  square meters,11  m²  square meters,Yes,No,None,Not specified,Not specified,Gas,"€ 297,500  297500 €",€ 100  100 €,€ 938  938 €,None,None,None,None,11  m²  square meters,11  m²  square meters
10519435,2017.0,Ninove en deelgemeente,None,As new,2.0,130  m² square meters,Installed,2.0,2.0,None,None,None,None,8  m²  square meters,8  m²  square meters,Yes,None,None,77  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 305,000  305000 €",None,None,None,None,None,None,8  m²  square meters,8  m²  square meters
10456678,1967.0,Gent,None,None,None,35  m² square meters,None,1.0,None,None,1.0,None,None,None,None,No,None,None,261  kWh/m²  kilowatt hour per square meters,C,Electric,"€ 310,000  310000 €",None,None,None,None,None,None,None,None
10519434,2017.0,Ninove en deelgemeente,None,As new,2.0,140  m² square meters,Installed,2.0,2.0,None,None,None,None,8  m²  square meters,8  m²  square meters,Yes,None,None,47  kWh/m²  kilowatt hour per square meters,A,Gas,"€ 321,000  321000 €",None,None,None,None,None,None,8  m²  square meters,8  m²  square meters
10519940,2023.0,Liège,None,As new,3.0,201  m² square meters,USA hyper equipped,3.0,2.0,None,3.0,None,None,37  m²  square meters,37  m²  square meters,None,None,None,Not specified,A,Gas,"€ 349,000  349000 €",None,None,None,None,None,None,37  m²  square meters,37  m²  square meters
10511193,None,None,None,As new,3.0,142  m² square meters,None,1.0,1.0,None,2.0,Yes,No,None,None,No,None,None,262  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 389,000  389000 €",None,None,None,None,None,None,None,None
10522674,2023.0,None,Apartment building,As new,3.0,202  m² square meters,USA semi equipped,4.0,1.0,1.0,2.0,None,None,11  m²  square meters,11  m²  square meters,No,No,No,Not specified,Not specified,Gas,"€ 400,000  400000 €",None,None,None,None,16  m²  square meters,None,11  m²  square meters,11  m²  square meters
10413631,None,Bruxelles,None,Good,2.0,190  m² square meters,None,2.0,1.0,None,2.0,Yes,None,36  m²  square meters,36  m²  square meters,No,No,No,108  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 410,000  410000 €",None,None,None,None,None,None,36  m²  square meters,36  m²  square meters
10326357,None,Antwerpen centrum,None,As new,None,108  m² square meters,USA hyper equipped,2.0,1.0,None,None,Yes,None,25  m²  square meters,25  m²  square meters,None,None,None,291  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 410,000  410000 €",None,None,None,None,None,None,25  m²  square meters,25  m²  square meters
10455360,None,'t Eilandje,None,Good,2.0,70  m² square meters,Installed,1.0,1.0,None,None,None,No,40  m²  square meters,40  m²  square meters,Yes,None,No,264  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 449,000  449000 €",None,None,None,None,None,None,40  m²  square meters,40  m²  square meters
10395527,1988.0,None,All kind,As new,None,125  m² square meters,Installed,2.0,1.0,1.0,1.0,Yes,None,6  m²  square meters,6  m²  square meters,Yes,No,No,Not specified,B,Gas,"€ 450,000  450000 €",None,None,None,None,None,None,6  m²  square meters,6  m²  square meters
10226177,2021.0,Wemmel,None,As new,None,162  m² square meters,Installed,3.0,2.0,2.0,2.0,None,No,None,None,Yes,None,None,Not specified,Not specified,Gas,"€ 545,000  545000 €",None,None,None,None,None,Yes,None,None
10409041,2012.0,None,None,None,None,116  m² square meters,None,2.0,2.0,None,None,None,No,19  m²  square meters,19  m²  square meters,None,None,None,182  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 579,000  579000 €",None,"€ 1,244  1244 €",None,None,None,None,19  m²  square meters,19  m²  square meters
10516729,1990.0,None,None,To be done up,2.0,128  m² square meters,None,3.0,2.0,None,None,None,None,None,None,Yes,None,None,477  kWh/m²  kilowatt hour per square meters,E,Gas,"€ 625,000  625000 €",None,None,None,None,None,Yes,None,None
10488302,2018.0,None,All kind,As new,3.0,150  m² square meters,USA hyper equipped,4.0,1.0,2.0,3.0,None,None,35  m²  square meters,35  m²  square meters,Yes,No,No,Not specified,Not specified,Gas,"€ 685,000  685000 €",None,"€ 1,730  1730 €",None,None,8  m²  square meters,None,35  m²  square meters,35  m²  square meters
10423075,1994.0,None,None,As new,None,202  m² square meters,None,2.0,2.0,None,None,None,None,None,None,Yes,None,None,179  kWh/m²  kilowatt hour per square meters,B,None,"€ 2,150,000  2150000 €",None,None,None,None,None,Yes,None,None
10529216,2023.0,None,None,As new,3.0,376  m² square meters,Hyper equipped,3.0,3.0,None,5.0,Yes,No,70  m²  square meters,70  m²  square meters,Yes,Yes,No,Not specified,Not specified,None,"€ 2,600,000  2600000 €",None,None,None,None,615  m²  square meters,None,70  m²  square meters,70  m²  square meters
10565160,1977.0,None,Bungalow,Good,4.0,188  m² square meters,Installed,3.0,1.0,None,1.0,None,No,None,None,None,None,None,210  kWh/m²  kilowatt hour per square meters,C,None,"€ 575,000  575000 €",None,"€ 1,120  1120 €",927  m²  square meters,Yes,None,Yes,None,None
10555274,1850.0,None,None,Just renovated,2.0,107  m² square meters,None,2.0,2.0,None,None,None,None,16  m²  square meters,16  m²  square meters,None,None,None,281  kWh/m²  kilowatt hour per square meters,C,None,None,None,€ 664  664 €,None,None,None,None,16  m²  square meters,16  m²  square meters
10393547,None,None,None,As new,None,300  m² square meters,Hyper equipped,3.0,1.0,1.0,2.0,Yes,No,None,None,None,None,None,268  kWh/m²  kilowatt hour per square meters,C,None,"€ 749,000  749000 €",None,None,None,None,None,Yes,None,None
10498087,1874.0,None,None,None,3.0,137  m² square meters,None,4.0,1.0,None,None,None,No,20  m²  square meters,20  m²  square meters,None,None,None,283  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"€ 50,000  50000 €",None,€ 458  458 €,832  m²  square meters,None,650  m²  square meters,None,20  m²  square meters,20  m²  square meters
10570321,None,None,None,Good,2.0,185  m² square meters,None,4.0,1.0,None,2.0,None,None,12  m²  square meters,12  m²  square meters,None,None,None,200  kWh/m²  kilowatt hour per square meters,B,None,"€ 270,000  270000 €",None,None,180  m²  square meters,None,60  m²  square meters,None,12  m²  square meters,12  m²  square meters
10570320,1978.0,None,None,Good,4.0,148  m² square meters,Installed,3.0,1.0,1.0,1.0,None,No,20  m²  square meters,20  m²  square meters,None,None,None,337  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"Make an offer starting from  € 319,000  Make an offer starting from  319000 €",None,None,692  m²  square meters,None,250  m²  square meters,None,20  m²  square meters,20  m²  square meters
10570319,None,None,None,Good,4.0,300  m² square meters,Hyper equipped,6.0,2.0,None,1.0,Yes,None,20  m²  square meters,20  m²  square meters,None,None,None,697  kWh/m²  kilowatt hour per square meters,F,Gas,"€ 399,900  399900 €",None,€ 939  939 €,1729  m²  square meters,None,1400  m²  square meters,None,20  m²  square meters,20  m²  square meters
10570312,1978.0,None,None,Good,4.0,148  m² square meters,Installed,3.0,1.0,1.0,1.0,None,No,20  m²  square meters,20  m²  square meters,None,None,None,337  kWh/m²  kilowatt hour per square meters,D,Fuel oil,"Make an offer starting from  € 319,000  Make an offer starting from  319000 €",None,None,692  m²  square meters,None,250  m²  square meters,None,20  m²  square meters,20  m²  square meters
10570311,None,None,None,None,4.0,165  m² square meters,Installed,4.0,1.0,None,None,None,None,None,None,None,None,None,376  kWh/m²  kilowatt hour per square meters,D,None,"€ 350,000  350000 €",None,None,1192  m²  square meters,None,800  m²  square meters,None,None,None
10570310,None,None,None,None,3.0,128  m² square meters,USA installed,3.0,1.0,None,1.0,None,No,40  m²  square meters,40  m²  square meters,None,None,None,588  kWh/m²  kilowatt hour per square meters,F,Fuel oil,"€ 250,000  250000 €",None,€ 443  443 €,397  m²  square meters,None,230  m²  square meters,None,40  m²  square meters,40  m²  square meters
10570304,1995.0,None,None,As new,2.0,148  m² square meters,USA hyper equipped,2.0,2.0,2.0,2.0,Yes,No,13  m²  square meters,13  m²  square meters,Yes,Yes,No,159  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 530,000  530000 €",None,None,None,None,None,None,13  m²  square meters,13  m²  square meters
10570303,1995.0,None,None,As new,2.0,None,USA hyper equipped,2.0,2.0,2.0,2.0,Yes,No,8  m²  square meters,8  m²  square meters,Yes,Yes,No,109  kWh/m²  kilowatt hour per square meters,C,Gas,"€ 510,000  510000 €",None,None,None,None,None,None,8  m²  square meters,8  m²  square meters
10570300,None,None,None,As new,4.0,719  m² square meters,USA hyper equipped,5.0,5.0,4.0,6.0,None,None,None,None,None,None,Yes,242  kWh/m²  kilowatt hour per square meters,C,None,"€ 2,490,000  2490000 €",None,None,13263  m²  square meters,None,None,Yes,None,None
10570298,None,None,None,Good,3.0,86  m² square meters,None,3.0,1.0,None,1.0,None,No,24  m²  square meters,24  m²  square meters,None,None,None,134  kWh/m²  kilowatt hour per square meters,B,Gas,"€ 185,000  185000 €",None,None,137  m²  square meters,None,59  m²  square meters,None,24  m²  square meters,24  m²  square meters
10570297,None,None,None,To be done up,2.0,176  m² square meters,Installed,5.0,1.0,1.0,1.0,None,No,15  m²  square meters,15  m²  square meters,None,None,None,305  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 169,000  169000 €",None,€ 637  637 €,98  m²  square meters,None,None,None,15  m²  square meters,15  m²  square meters
10570296,None,None,None,To be done up,2.0,207  m² square meters,None,5.0,1.0,1.0,2.0,None,None,None,None,None,None,None,Not specified,Not specified,Gas,"€ 375,000  375000 €",None,None,183  m²  square meters,None,87  m²  square meters,Yes,None,None
10570295,2000.0,Jodoigne,None,Just renovated,4.0,178  m² square meters,USA hyper equipped,4.0,1.0,1.0,3.0,None,No,24  m²  square meters,24  m²  square meters,No,No,No,298  kWh/m²  kilowatt hour per square meters,D,Electric,"€ 435,000  435000 €",None,"€ 1,046  1046 €",1299  m²  square meters,None,1237  m²  square meters,None,24  m²  square meters,24  m²  square meters
10570294,1870.0,Jodoigne,None,Good,4.0,282  m² square meters,Installed,4.0,2.0,None,2.0,None,No,122  m²  square meters,122  m²  square meters,No,No,Yes,257  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 580,000  580000 €",None,None,1512  m²  square meters,None,1353  m²  square meters,None,122  m²  square meters,122  m²  square meters
10570293,1830.0,Jodoigne,None,Good,3.0,117  m² square meters,Installed,5.0,1.0,None,1.0,None,No,14  m²  square meters,14  m²  square meters,No,No,No,233  kWh/m²  kilowatt hour per square meters,C,Pellet,"€ 235,000  235000 €",None,€ 356  356 €,302  m²  square meters,None,248  m²  square meters,None,14  m²  square meters,14  m²  square meters
10570291,2012.0,Bruxelles,None,As new,2.0,80  m² square meters,Installed,2.0,1.0,1.0,1.0,Yes,No,11  m²  square meters,11  m²  square meters,Yes,No,No,74  kWh/m²  kilowatt hour per square meters,B,Gas,"Make an offer starting from  € 299,000  Make an offer starting from  299000 €",None,None,None,None,None,None,11  m²  square meters,11  m²  square meters
10570290,1949.0,Bruxelles-Ouest,None,As new,2.0,110  m² square meters,Hyper equipped,2.0,2.0,1.0,2.0,None,No,17  m²  square meters,17  m²  square meters,No,No,No,307  kWh/m²  kilowatt hour per square meters,F,None,"Make an offer starting from  € 299,000  Make an offer starting from  299000 €",None,"€ 1,546  1546 €",None,None,95  m²  square meters,None,17  m²  square meters,17  m²  square meters
10570289,1930.0,None,None,Good,3.0,340  m² square meters,None,5.0,3.0,None,None,None,No,None,None,None,None,None,233  kWh/m²  kilowatt hour per square meters,E,None,"€ 690,000  690000 €",None,None,989  m²  square meters,None,200  m²  square meters,Yes,None,None
10570287,None,None,None,As new,2.0,60  m² square meters,None,1.0,1.0,None,1.0,None,None,None,None,No,Yes,None,309  kWh/m²  kilowatt hour per square meters,D,Gas,"€ 220,000  220000 €",None,€ 346  346 €,None,None,None,None,None,None
