Property ID,Neighbourhood or locality,Type of building,Construction year,Price (€),Bedrooms,Living area (m²),Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface (m²),Garden,Garden surface (m²),Surface of the plot (m²),Number of frontages,Swimming pool,Elevator,Basement,Building condition,Cadastral income (€),Primary energy consumption (kWh/m²),CO₂ emission (kg CO₂/m²),Energy class,Heating type,Kitchen type scale,Building condition scale
10543430,,,2020.0,499000,2.0,240.0,Installed,0,0.0,1.0,30.0,1.0,296.0,376.0,3.0,0,0,0,As new,,32.0,,A,Gas,3,6
10457892,,,2001.0,499000,4.0,365.0,Installed,0,0.0,1.0,45.0,1.0,325.0,792.0,4.0,0,0,1,As new,1300.0,115.0,19.0,B,Gas,3,6
10530902,,,1985.0,499000,7.0,,,0,1.0,0.0,0.0,0.0,0.0,2647.0,4.0,0,0,1,To be done up,2105.0,277.0,69.0,D,Fuel oil,0,1
10472404,,,1986.0,520000,3.0,185.0,USA installed,0,0.0,1.0,0.0,1.0,12.0,1195.0,4.0,0,0,1,Good,,424.0,,E,Electric,7,4
9782881,,,1932.0,525000,3.0,170.0,Installed,0,0.0,1.0,0.0,0.0,0.0,110.0,2.0,0,0,0,,1794.0,659.0,,G,Gas,3,0
10420669,,,1968.0,525000,2.0,130.0,Installed,0,1.0,1.0,60.0,1.0,0.0,876.0,4.0,0,0,1,Good,2231.0,391.0,,D,Gas,3,4
10525083,,,1986.0,535000,4.0,196.0,Installed,0,0.0,0.0,0.0,1.0,0.0,854.0,,0,0,0,,1535.0,723.0,,F,,3,0
10538663,,Villa,,548000,4.0,210.0,Hyper equipped,0,1.0,0.0,0.0,1.0,500.0,744.0,4.0,0,0,0,As new,,,,,,4,6
10515846,,,2002.0,549000,4.0,,Installed,0,0.0,0.0,0.0,0.0,0.0,1332.0,4.0,0,0,1,,995.0,228.0,57.0,C,Fuel oil,3,0
10352125,,,1973.0,565000,3.0,175.0,Hyper equipped,0,0.0,1.0,50.0,0.0,0.0,799.0,4.0,0,0,0,As new,3004.0,328.0,81.0,D,Fuel oil,4,6
10518021,,,1983.0,570000,3.0,310.0,,0,0.0,1.0,45.0,1.0,800.0,1555.0,4.0,0,0,0,Good,1973.0,611.0,,F,Electric,0,4
10331424,,,1964.0,595000,3.0,233.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,1,To be done up,2384.0,185.0,37.0,D,Gas,3,1
10177518,,,1935.0,595000,7.0,520.0,,0,0.0,1.0,0.0,1.0,0.0,670.0,2.0,0,0,1,As new,1935.0,187.0,6226.0,B,Gas,0,6
10394488,,,1950.0,600000,9.0,300.0,,1,0.0,1.0,0.0,1.0,125.0,400.0,4.0,0,0,0,Good,1081.0,377.0,93.0,E,Gas,0,4
10411361,,,,619000,5.0,324.0,Semi equipped,0,0.0,1.0,0.0,0.0,0.0,367.0,2.0,0,0,1,Good,,183.0,,B,Gas,2,4
10430656,,,1996.0,620000,6.0,405.0,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,1350.0,4.0,0,0,1,As new,2300.0,269.0,,C,Gas,8,6
10545726,,,,625000,6.0,350.0,,0,0.0,1.0,200.0,1.0,200.0,411.0,4.0,0,0,1,Just renovated,2620.0,263.0,48.0,E,Gas,0,5
10429426,,,,625000,6.0,239.0,Semi equipped,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,1,Good,2815.0,391.0,89.0,E,Gas,2,4
10523016,,,2001.0,629000,4.0,260.0,Installed,0,0.0,1.0,30.0,0.0,0.0,1438.0,4.0,0,0,0,As new,1212.0,200.0,,B,Fuel oil,3,6
10523015,,,2001.0,629000,4.0,260.0,Installed,0,0.0,1.0,30.0,0.0,0.0,1438.0,4.0,0,0,0,As new,1212.0,200.0,,B,Fuel oil,3,6
10477509,,,1955.0,630000,4.0,250.0,Installed,0,0.0,0.0,0.0,1.0,0.0,310.0,2.0,0,0,0,Good,2236.0,420.0,,G,Fuel oil,3,4
10517815,,Villa,1981.0,648000,4.0,322.0,,0,1.0,0.0,0.0,0.0,0.0,2363.0,4.0,1,0,1,As new,1703.0,398.0,,D,Electric,0,6
9885252,,,1930.0,649000,5.0,,Installed,0,0.0,1.0,0.0,0.0,0.0,1673.0,4.0,0,0,1,To renovate,,689.0,2963.0,F,Gas,3,3
10574410,,,1970.0,410000,3.0,149.0,,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,1,1,Good,1554.0,173.0,,B,,0,4
10574409,,,1920.0,189000,2.0,100.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,197.0,3.0,0,0,0,To be done up,366.0,610.0,,F,Gas,1,1
10574408,,,1957.0,395000,5.0,,,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,0,0,Good,1206.0,,,,,0,4
10574405,,,1930.0,363000,3.0,161.0,USA installed,0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0,0,Good,,,,,,7,4
10574404,,,1930.0,363000,3.0,161.0,USA installed,0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0,0,Good,,,,,,7,4
10574403,,,,373000,4.0,153.0,Installed,0,0.0,0.0,0.0,0.0,0.0,49.0,,0,0,0,Good,369.0,363.0,,D,Gas,3,4
10574402,,,,259500,3.0,,USA installed,0,0.0,1.0,24.0,1.0,0.0,92.0,2.0,0,0,0,Good,,363.0,,D,Gas,7,4
10574401,,,,323000,4.0,121.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,As new,,,,,Gas,3,6
10574400,,,,323000,4.0,121.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,As new,,,,,Gas,3,6
10574399,,All kind,,415000,3.0,177.0,Semi equipped,0,0.0,1.0,10.0,1.0,0.0,506.0,4.0,0,0,0,,,993.0,,F,Fuel oil,2,0
10574397,,,,535500,7.0,396.0,,0,0.0,0.0,0.0,1.0,0.0,488.0,2.0,0,0,0,Good,,346.0,,D,Gas,0,4
10574395,,,1943.0,225000,2.0,113.0,Semi equipped,0,0.0,0.0,0.0,1.0,0.0,262.0,,0,0,0,To renovate,,1005.0,,F,Gas,2,3
10574394,,,,399000,3.0,138.0,USA hyper equipped,0,0.0,1.0,10.0,1.0,0.0,79.0,,0,0,0,Just renovated,,167.0,,B,Gas,8,5
10574391,,,1900.0,275000,4.0,161.0,Installed,0,1.0,0.0,0.0,1.0,673.0,875.0,2.0,0,0,1,Good,676.0,307.0,,D,Pellet,3,4
10574383,Cointe,,1971.0,209000,3.0,140.0,,0,0.0,1.0,52.0,0.0,0.0,,4.0,0,0,1,,557.0,703.0,,G,Gas,0,0
10574382,Cointe,,1971.0,209000,4.0,140.0,,0,0.0,1.0,52.0,0.0,0.0,,4.0,0,0,1,,557.0,703.0,,G,Gas,0,0
10574381,Guillemins,,,167000,2.0,82.0,Semi equipped,0,0.0,1.0,2.0,0.0,0.0,,,0,0,1,Good,,157.0,,B,Gas,2,4
10574378,,,,295000,3.0,,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,190.0,2.0,0,0,0,As new,,165.0,,B,Gas,4,6
10574377,,,,249500,3.0,180.0,Semi equipped,0,0.0,0.0,0.0,0.0,0.0,204.0,2.0,0,0,1,To be done up,,357.0,,D,Gas,2,1
10574376,,,,99000,2.0,101.0,Semi equipped,0,0.0,1.0,0.0,0.0,0.0,87.0,2.0,0,0,0,To renovate,,738.0,,F,Gas,2,3
10574375,,,,439000,3.0,290.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,594.0,2.0,0,0,1,As new,,,,,Fuel oil,4,6
10574374,,,,320000,3.0,151.0,Hyper equipped,0,0.0,1.0,0.0,1.0,0.0,84.0,2.0,0,0,0,As new,,,,,Gas,4,6
10574373,,,,320000,3.0,199.0,Installed,0,0.0,1.0,25.0,0.0,0.0,317.0,3.0,0,0,1,Good,639.0,,,,Gas,3,4
10574372,,,,395000,3.0,,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,297.0,2.0,0,0,1,As new,366.0,,,,Gas,4,6
10574371,,,,280000,4.0,163.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,250.0,,0,0,1,As new,413.0,211.0,,C,Gas,4,6
10574370,,,,295000,4.0,163.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,250.0,,0,0,1,As new,413.0,211.0,,C,Gas,4,6
10574368,,,,220000,1.0,36.0,Hyper equipped,1,0.0,1.0,10.0,0.0,0.0,,,0,1,0,As new,,,,,Electric,4,6
10574366,,,2002.0,595000,3.0,115.0,Installed,1,0.0,1.0,60.0,0.0,0.0,,2.0,0,1,0,Good,1038.0,358.0,,D,,3,4
10574363,,,,995000,7.0,820.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,As new,,,,,Fuel oil,3,6
10351414,,,2007.0,650000,3.0,231.0,Installed,0,0.0,0.0,0.0,0.0,0.0,1413.0,4.0,0,0,0,Good,2074.0,171.0,34.0,C,Gas,3,4
10457804,,,1972.0,650000,3.0,155.0,Hyper equipped,0,0.0,1.0,0.0,1.0,739.0,739.0,4.0,0,0,1,As new,2999.0,395.0,98.0,E,Fuel oil,4,6
10357656,,,,680000,7.0,,USA semi equipped,0,0.0,1.0,8.0,0.0,0.0,140.0,2.0,0,0,1,Good,,292.0,58.0,F,,6,4
10481009,,,,690000,3.0,315.0,,0,0.0,0.0,0.0,0.0,0.0,99.0,3.0,0,0,1,To renovate,2099.0,661.0,,F,Gas,0,3
10537179,,,1962.0,695000,6.0,670.0,Hyper equipped,0,1.0,1.0,50.0,1.0,0.0,1661.0,4.0,0,0,0,Good,1517.0,246.0,,C,Gas,4,4
10378384,,All kind,1850.0,699000,12.0,250.0,,0,0.0,1.0,0.0,1.0,0.0,7423.0,4.0,0,0,0,As new,448.0,542.0,20120.0,F,Fuel oil,0,6
10522264,,,1936.0,749000,3.0,311.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,28200.0,4.0,0,0,0,To renovate,,905.0,,F,,1,3
10526712,,,1977.0,749800,5.0,309.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,1099.0,4.0,0,0,0,As new,2496.0,190.0,,B,Gas,4,6
10547909,,,1918.0,795000,8.0,400.0,Installed,0,1.0,0.0,0.0,0.0,0.0,4841.0,4.0,0,0,0,To be done up,3202.0,333.0,83.0,D,Fuel oil,3,1
10445831,,,2016.0,795000,5.0,250.0,USA hyper equipped,0,0.0,1.0,0.0,1.0,1385.0,1485.0,4.0,0,0,1,As new,,106.0,23.0,B,,8,6
10374730,,,2016.0,795000,5.0,250.0,USA hyper equipped,0,0.0,1.0,0.0,1.0,1385.0,1485.0,4.0,0,0,0,As new,,106.0,23.0,B,,8,6
10445826,,Villa,1929.0,795000,8.0,400.0,Installed,0,1.0,1.0,45.0,1.0,900.0,1113.0,4.0,0,0,0,To renovate,5710.0,695.0,,F,Gas,3,3
10514860,,,1980.0,825000,4.0,257.0,USA hyper equipped,0,0.0,1.0,31.0,1.0,641.0,1504.0,4.0,0,0,0,Good,2632.0,282.0,,C,Gas,8,4
10524073,,,1993.0,845000,4.0,340.0,Hyper equipped,0,0.0,1.0,50.0,1.0,1400.0,1618.0,4.0,0,0,0,As new,,211.0,,C,Fuel oil,4,6
10546356,,,,850000,10.0,900.0,Semi equipped,0,0.0,0.0,0.0,0.0,0.0,1884.0,3.0,0,0,0,,,647.0,,F,Fuel oil,2,0
10221623,,,1993.0,859000,5.0,422.0,Installed,0,0.0,0.0,0.0,0.0,0.0,322.0,2.0,0,0,0,,4355.0,172.0,,B,Gas,3,0
10524774,,,1998.0,875000,3.0,374.0,Installed,0,2.0,1.0,80.0,1.0,0.0,2240.0,4.0,0,0,0,Good,1542.0,212.0,1000.0,C,Gas,3,4
9947510,,Villa,1979.0,875000,5.0,1265.0,,0,0.0,0.0,0.0,0.0,0.0,11366.0,,0,0,1,To renovate,,,,,,0,3
10408138,,,1930.0,890000,4.0,350.0,Hyper equipped,0,0.0,1.0,40.0,1.0,1000.0,1229.0,3.0,0,0,1,As new,2858.0,328.0,60.0,D,Gas,4,6
10527158,,,1874.0,895000,3.0,285.0,Installed,0,1.0,0.0,0.0,1.0,0.0,1109.0,4.0,0,0,1,Good,2293.0,390.0,390.0,E,Fuel oil,3,4
10404742,,,1880.0,895000,8.0,500.0,,0,0.0,0.0,0.0,0.0,0.0,2500.0,3.0,0,0,1,To renovate,1878.0,520.0,94.0,G,Gas,0,3
10475112,,Villa,1963.0,935000,4.0,258.0,Installed,0,2.0,1.0,200.0,1.0,4500.0,5978.0,4.0,0,0,0,Good,1804.0,619.0,,F,Fuel oil,3,4
10475741,,,,940000,4.0,265.0,Hyper equipped,0,0.0,0.0,0.0,0.0,0.0,3394.0,4.0,0,0,0,,1582.0,297.0,,C,Fuel oil,4,0
10468605,,,,940000,4.0,265.0,Hyper equipped,0,0.0,0.0,0.0,0.0,0.0,3394.0,4.0,0,0,0,,1582.0,297.0,,C,Fuel oil,4,0
10482721,,,1975.0,950000,3.0,200.0,Installed,0,1.0,1.0,30.0,0.0,0.0,490.0,4.0,0,0,1,Good,4045.0,281.0,56.0,F,Gas,3,4
10543558,,,2004.0,950000,4.0,300.0,Installed,0,1.0,1.0,100.0,0.0,0.0,1359.0,4.0,0,0,1,Good,,151.0,,B,Gas,3,4
10532328,,,1850.0,975000,4.0,307.0,Hyper equipped,0,1.0,1.0,0.0,1.0,0.0,4889.0,4.0,0,0,0,As new,435.0,220.0,,C,Fuel oil,4,6
10526461,,,1899.0,998000,6.0,391.0,Installed,0,0.0,1.0,50.0,1.0,2740.0,2794.0,3.0,0,0,1,Good,689.0,190.0,,B,Gas,3,4
10524692,Linné,,1954.0,1095000,6.0,353.0,Not installed,0,0.0,1.0,0.0,0.0,0.0,,,0,0,1,,2816.0,,,,Gas,1,0
10206078,,,2010.0,1150000,3.0,188.0,Installed,0,0.0,1.0,40.0,0.0,0.0,25901.0,4.0,0,0,0,Good,,156.0,,B,Gas,3,4
10574362,Sablon,,,995000,7.0,820.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,As new,,,,,Fuel oil,3,6
10574361,,,,995000,7.0,820.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,As new,,,,,Fuel oil,3,6
10574360,,,,995000,7.0,820.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,,0,0,1,As new,,,,,Fuel oil,3,6
10574359,,,,320000,3.0,153.0,,0,0.0,1.0,0.0,0.0,0.0,,,0,0,0,Good,,94.0,,B,Gas,0,4
10574357,,,,250000,,,,0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,Good,,106.0,,B,Gas,0,4
10574356,,,1966.0,449000,3.0,195.0,,0,0.0,0.0,0.0,0.0,0.0,2223.0,4.0,0,0,0,To be done up,761.0,500.0,,E,Gas,0,1
10574348,,,2016.0,355000,,80.0,,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,1,As new,,,,,Gas,0,6
10386947,,,2021.0,115000,3.0,145.0,,0,0.0,1.0,0.0,0.0,0.0,300.0,2.0,0,0,0,As new,,,,,Gas,0,6
10574347,,,1965.0,235000,2.0,63.0,Semi equipped,0,0.0,1.0,2.0,0.0,0.0,,2.0,0,1,1,,,286.0,73.0,F,,2,0
10574344,,,1930.0,250000,1.0,69.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,0,,,159.0,31.0,D,,3,0
10574343,,,1967.0,239500,2.0,86.0,Semi equipped,0,1.0,1.0,1.0,0.0,0.0,,2.0,0,0,0,,,136.0,,B,Gas,2,0
10574342,,,2014.0,338000,3.0,154.0,Installed,0,0.0,1.0,0.0,1.0,0.0,171.0,2.0,0,0,0,,732.0,102.0,,B,Gas,3,0
10574336,,,,354000,2.0,94.0,,0,0.0,1.0,12.0,0.0,0.0,,,0,1,1,,,,,,,0,0
10574335,,,,259000,3.0,200.0,Installed,0,0.0,1.0,0.0,0.0,0.0,322.0,,0,0,0,To be done up,,763.0,,F,Gas,3,1
10574334,Langdorp,,1958.0,299000,6.0,,,0,0.0,0.0,0.0,0.0,0.0,1004.0,4.0,0,0,0,To be done up,,429.0,,E,Fuel oil,0,1
10574329,,,,211850,1.0,62.0,Installed,0,0.0,1.0,4.0,0.0,0.0,,,0,0,0,,,,,,,3,0
10574328,,,,286500,2.0,87.0,Installed,0,0.0,1.0,11.0,0.0,0.0,,,0,0,0,,,,,,,3,0
10574327,,,2023.0,329800,3.0,106.0,Not installed,0,0.0,1.0,20.0,0.0,0.0,,,0,0,0,,,,,,,1,0
10574324,,,2023.0,999000,4.0,,,0,0.0,0.0,0.0,0.0,0.0,1700.0,4.0,0,0,0,As new,,,,A++,,0,6
10574320,Pagodes,,1950.0,429000,4.0,180.0,Installed,0,0.0,1.0,33.0,1.0,120.0,260.0,2.0,0,0,1,To be done up,,343.0,68.0,F,Gas,3,1
10574286,,,1961.0,219000,2.0,87.0,Installed,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,0,1,As new,,241.0,,C,,3,6
10574256,,,2024.0,528000,3.0,116.0,Installed,0,0.0,1.0,31.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574254,,,2024.0,525000,3.0,112.0,Installed,0,0.0,1.0,31.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574253,,,2024.0,450000,3.0,104.0,Installed,0,0.0,1.0,13.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10206077,,,2010.0,1150000,3.0,188.0,Installed,0,0.0,1.0,40.0,0.0,0.0,25901.0,4.0,0,0,0,Good,,156.0,,B,Gas,3,4
10511233,,,1977.0,1195000,12.0,525.0,Semi equipped,0,0.0,1.0,3.0,0.0,0.0,749.0,3.0,0,0,0,Good,6871.0,129.0,,B,Gas,2,4
10542668,,,1930.0,1250000,4.0,250.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,0,Good,,309.0,61.0,F,Gas,3,4
10130211,,,1900.0,1350000,4.0,,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,1650.0,4.0,0,0,0,Good,2895.0,330.0,,D,Gas,8,4
10314509,,Villa,1986.0,1350000,6.0,601.0,,0,0.0,1.0,0.0,1.0,0.0,1492.0,4.0,0,0,1,,7340.0,73.0,,A,,0,0
10417926,,,,1390000,3.0,300.0,,0,0.0,0.0,0.0,0.0,0.0,56841.0,4.0,0,0,0,To renovate,,960.0,,F,,0,3
10474908,Knokke,,2022.0,1595000,6.0,386.0,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,496.0,4.0,0,0,0,As new,,67.0,,A,,8,6
10466448,,,1950.0,1650000,6.0,400.0,Semi equipped,0,0.0,1.0,0.0,0.0,0.0,1550.0,4.0,0,0,1,Good,4645.0,545.0,143.0,G,Gas,2,4
10512643,,,1976.0,1695000,5.0,325.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,1918.0,4.0,0,0,1,Good,9824.0,252.0,20.0,C,Fuel oil,4,4
10547153,,,1967.0,1890000,4.0,290.0,USA hyper equipped,1,0.0,1.0,60.0,1.0,2100.0,44000.0,4.0,1,0,1,As new,,91.0,,A,,8,6
10487982,,,1934.0,1950000,4.0,370.0,Hyper equipped,0,0.0,1.0,30.0,1.0,1500.0,2000.0,4.0,0,0,1,As new,,255.0,51.0,E,,4,6
10391223,,,2008.0,2350000,6.0,420.0,Hyper equipped,0,0.0,1.0,40.0,1.0,1400.0,1530.0,4.0,0,0,1,Good,6270.0,229.0,45.0,E,,4,4
10487513,,,1913.0,2450000,6.0,540.0,Hyper equipped,0,0.0,1.0,40.0,1.0,120.0,230.0,2.0,0,0,1,To renovate,3505.0,255.0,47.0,E,Gas,4,3
10422748,,,1965.0,2470000,5.0,485.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,2000.0,4.0,0,0,1,As new,4923.0,161.0,27.0,B,Gas,4,6
10517027,,,1899.0,2500000,4.0,303.0,Installed,0,0.0,1.0,0.0,0.0,0.0,113332.0,4.0,0,0,0,Good,,175.0,,B,,3,4
10474742,,,2011.0,2590000,5.0,590.0,Hyper equipped,0,0.0,1.0,100.0,0.0,0.0,1918.0,4.0,1,0,1,As new,6636.0,138.0,18.0,B,Gas,4,6
10211851,,,1865.0,2650000,8.0,1112.0,USA hyper equipped,0,0.0,1.0,0.0,0.0,0.0,53550.0,4.0,0,0,1,To be done up,2978.0,445.0,,E,Fuel oil,8,1
10531701,,,2021.0,2700000,5.0,650.0,USA hyper equipped,0,0.0,1.0,60.0,1.0,2500.0,3000.0,4.0,0,0,1,As new,,40.0,40.0,A+,,8,6
10519631,,,2021.0,2700000,5.0,650.0,USA hyper equipped,0,0.0,1.0,60.0,1.0,2500.0,3000.0,4.0,0,0,1,As new,,40.0,40.0,A+,,8,6
10367227,,,2002.0,2795000,4.0,298.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,458.0,4.0,0,0,1,Good,2139.0,189.0,,B,Gas,4,4
9521970,,,1900.0,3200000,,1425.0,Semi equipped,0,0.0,1.0,0.0,1.0,120.0,,2.0,0,1,1,To be done up,13401.0,483.0,134.0,G,Fuel oil,2,1
10552315,,,1979.0,3695000,4.0,478.0,Hyper equipped,0,0.0,1.0,120.0,0.0,0.0,8000.0,4.0,1,0,1,As new,,209.0,,C,Fuel oil,4,6
10391870,,,1956.0,4290000,6.0,1100.0,USA hyper equipped,0,0.0,1.0,30.0,1.0,9706.0,9706.0,4.0,1,0,1,As new,,303.0,,D,Gas,8,6
10541444,,,2013.0,4950000,5.0,1000.0,Hyper equipped,0,0.0,1.0,110.0,1.0,1000.0,1877.0,4.0,1,1,1,As new,,132.0,26.0,C,Gas,4,6
10480534,,,,5500000,6.0,812.0,Hyper equipped,0,0.0,1.0,103.0,1.0,200.0,370.0,2.0,1,1,1,As new,,116.0,21.0,C,Gas,4,6
10511906,,,1910.0,6200000,6.0,700.0,USA hyper equipped,0,0.0,1.0,200.0,1.0,75.0,75002.0,4.0,1,1,0,As new,,560.0,112.0,G,Gas,8,6
10486656,,,1930.0,6950000,5.0,1000.0,USA hyper equipped,0,0.0,1.0,70.0,0.0,0.0,261.0,3.0,1,1,0,As new,,129.0,25.0,C,Gas,8,6
10486657,,,1930.0,6950000,5.0,1000.0,USA hyper equipped,0,0.0,1.0,70.0,0.0,0.0,261.0,3.0,1,1,0,As new,,129.0,25.0,C,Gas,8,6
10574251,,,2024.0,445000,2.0,105.0,Installed,0,0.0,1.0,21.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574250,,,2024.0,450000,3.0,102.0,Installed,0,0.0,1.0,15.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574249,,,2024.0,440000,3.0,103.0,Installed,0,0.0,1.0,34.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574248,,,2024.0,425000,2.0,105.0,Installed,0,0.0,1.0,35.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574247,,,2024.0,440000,3.0,102.0,Installed,0,0.0,1.0,35.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574246,,,2024.0,528000,3.0,116.0,Installed,0,0.0,1.0,31.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574245,,,2024.0,525000,3.0,112.0,Installed,0,0.0,1.0,31.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574244,,,2024.0,450000,3.0,104.0,Installed,0,0.0,1.0,13.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574243,,,2024.0,445000,2.0,105.0,Installed,0,0.0,1.0,21.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574242,,,2024.0,450000,3.0,102.0,Installed,0,0.0,1.0,15.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574241,,,2024.0,440000,3.0,103.0,Installed,0,0.0,1.0,34.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574239,,,2024.0,425000,2.0,105.0,Installed,0,0.0,1.0,35.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574238,,,2024.0,440000,3.0,102.0,Installed,0,0.0,1.0,35.0,1.0,0.0,,,0,1,1,,,,,,Gas,3,0
10574236,,,1980.0,449000,3.0,178.0,Semi equipped,0,0.0,0.0,0.0,1.0,0.0,800.0,4.0,0,0,1,To be done up,,228.0,42.0,C,Gas,2,1
10574235,Leuven,,1965.0,289000,3.0,167.0,,0,0.0,0.0,0.0,0.0,0.0,536.0,4.0,0,0,0,,,576.0,,F,Gas,0,0
10574234,,,,258620,3.0,160.0,,0,0.0,0.0,0.0,1.0,0.0,869.0,4.0,0,0,0,,,,,,,0,0
10574233,,,,210000,1.0,85.0,Semi equipped,0,0.0,1.0,9.0,0.0,0.0,,2.0,0,1,1,,,238.0,38.0,E,Electric,2,0
10574232,,,1938.0,200000,2.0,70.0,USA installed,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,1,,477.0,551.0,111.0,G,Gas,7,0
10574230,,,,275000,3.0,170.0,Installed,0,0.0,1.0,35.0,0.0,0.0,,,0,0,1,As new,1211.0,244.0,,C,Fuel oil,3,6
10574227,,,,275000,4.0,160.0,,0,0.0,0.0,0.0,1.0,0.0,970.0,3.0,0,0,1,To renovate,386.0,491.0,1000.0,F,Fuel oil,0,3
10574226,,,,275000,4.0,160.0,,0,0.0,0.0,0.0,1.0,0.0,970.0,3.0,0,0,1,To renovate,386.0,491.0,1000.0,F,Fuel oil,0,3
10490781,,,2023.0,250000,3.0,110.0,Installed,0,0.0,0.0,0.0,0.0,0.0,,3.0,0,0,0,,,105.0,19.0,B,,3,0
10574222,,,1949.0,215000,3.0,164.0,,0,0.0,0.0,0.0,0.0,0.0,584.0,,0,0,0,,399.0,539.0,,F,Gas,0,0
10574221,,,,348000,3.0,123.0,,0,0.0,1.0,10.0,0.0,0.0,,4.0,0,1,0,,,,,,,0,0
10574219,,,,575000,3.0,112.0,Installed,0,0.0,1.0,0.0,0.0,0.0,,2.0,0,0,1,,,158.0,,B,Gas,3,0
10574218,,,1918.0,249000,5.0,200.0,Installed,0,0.0,0.0,0.0,1.0,0.0,495.0,3.0,0,0,0,Good,290.0,330.0,,D,Gas,3,4
10459292,,,,238000,2.0,82.0,,0,0.0,1.0,0.0,0.0,0.0,,3.0,0,1,1,,,300.0,,C,Gas,0,0
10574216,,,2011.0,459000,3.0,190.0,Installed,0,0.0,1.0,0.0,1.0,89.0,222.0,3.0,0,0,0,,,143.0,,B,,3,0
10574215,Diamantwijk,,2009.0,339000,2.0,107.0,Semi equipped,0,0.0,1.0,6.0,0.0,0.0,,2.0,0,1,1,Good,,92.0,,A,Gas,2,4
10556582,,,,2250000,6.0,600.0,Hyper equipped,0,0.0,1.0,0.0,0.0,0.0,50000.0,4.0,0,0,0,As new,,,,,Gas,4,6
10358169,,,1993.0,120000,,16.0,Not installed,0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,Good,,247.0,,C,,1,4
10309817,Bruxelles,,1978.0,150000,1.0,41.0,Semi equipped,0,0.0,1.0,57.0,0.0,0.0,,2.0,0,1,1,To renovate,,416.0,83.0,G,Gas,2,3
10534625,,,,278500,2.0,141.0,Hyper equipped,0,0.0,1.0,7.0,0.0,0.0,,,0,1,0,As new,,,,,Gas,4,6
9828524,,,2007.0,285000,3.0,140.0,,0,0.0,0.0,0.0,0.0,0.0,,2.0,0,0,0,,,83.0,,A,,0,0
10536937,,,1955.0,335000,2.0,96.0,,0,0.0,1.0,19.0,0.0,0.0,,,0,1,1,,,,,,Gas,0,0
10531902,,,1930.0,495000,1.0,140.0,,0,0.0,1.0,32.0,0.0,0.0,,2.0,0,0,0,,,289.0,58.0,F,Gas,0,0
