,Property ID,Neighbourhood or locality,Type of building,Construction year,Price,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Elevator,Basement,Building condition,Monthly charges,Cadastral income,Primary energy consumption,CO₂ emission,Energy class,Heating type
4422,10566171,None,None,2018," 998,000",4,621  m² square meters,Hyper equipped,No,None,Yes,None,None,593  m²  square meters,1214  m²  square meters,4,No,No,None,As new,None, 976,49  kWh/m²  kilowatt hour per square meters,Not specified,A,Pellet
4423,10566298,None,None,1900," 2,490,000",5,719  m² square meters,Installed,No,None,Yes,None,None,1200  m²  square meters,13263  m²  square meters,4,Yes,No,Yes,Good,None,None,242  kWh/m²  kilowatt hour per square meters,Not specified,C,None
4424,10572638,None,None,None," 595,000",3,210  m² square meters,Hyper equipped,No,None,Yes,None,None,None,89  m²  square meters,2,No,No,None,As new,None, 875,175  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4425,10573891,None,All kind,1934," 795,000",2,320  m² square meters,None,None,1,None,80  m²  square meters,None,1831  m²  square meters,2245  m²  square meters,4,No,No,None,As new,None," 1,099",449  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
4426,10560545,None,None,1967," 135,000",None,46  m² square meters,Installed,Yes,None,None,None,None,None,None,2,No,Yes,Yes,Good, 115, 555,413  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
4427,10312924,None,None,2021," 178,500",1,40  m² square meters,USA hyper equipped,No,None,None,2  m²  square meters,None,None,None,None,No,No,Yes,As new,None,None,Not specified,Not specified,Not specified,None
4428,10506750,Bruxelles (19 communes),None,2024," 395,000",None,48  m² square meters,USA hyper equipped,No,None,None,32  m²  square meters,None,None,None,2,No,Yes,Yes,None,None,None,Not specified,Not specified,Not specified,None
4429,10123417,None,None,2020," 565,000",2,102  m² square meters,USA hyper equipped,Yes,None,None,20  m²  square meters,None,None,None,2,No,Yes,Yes,As new,None,None,Not specified,Not specified,Not specified,None
4430,10574211,None,None,2006," 670,000",4,208  m² square meters,USA hyper equipped,No,None,None,25  m²  square meters,None,400  m²  square meters,672  m²  square meters,3,None,No,None,As new,None," 1,631",187  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4431,10574206,None,None,1968," 220,000",1,70  m² square meters,Installed,None,None,None,6  m²  square meters,None,None,None,4,None,Yes,None,None,None, 810,108  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4432,10574205,None,None,1965," 235,000",2,100  m² square meters,None,None,1,None,9  m²  square meters,None,None,None,None,None,Yes,Yes,None,None,None,620  kWh/m²  kilowatt hour per square meters,125 kg CO₂/m²,G,Gas
4433,10574204,None,None,1960," 239,000",2,75  m² square meters,Installed,None,None,None,9  m²  square meters,None,300  m²  square meters,None,3,None,None,Yes,As new,None," 1,200",465  kWh/m²  kilowatt hour per square meters,93 kg CO₂/m²,G,Gas
4434,10574202,None,None,2023," 465,000",3,201  m² square meters,None,No,None,Yes,None,None,None,895  m²  square meters,3,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
4435,10574200,None,None,1930," 120,000",5,250  m² square meters,Installed,None,None,None,None,None,None,160  m²  square meters,2,None,None,None,To renovate,None, 369,409  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
4436,10574198,None,None,None," 320,000",1,80  m² square meters,Installed,No,None,Yes,None,None,None,None,2,None,None,Yes,None,None,None,140  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4437,10574197,None,None,None," 272,105",3,120  m² square meters,None,None,None,None,None,Yes,None,903  m²  square meters,4,None,None,None,None,None,None,Not specified,Not specified,Not specified,None
4438,10574193,None,None,1874," 385,000",5,177  m² square meters,Semi equipped,None,None,None,None,None,None,138  m²  square meters,2,None,None,Yes,Good,None,None,215  kWh/m²  kilowatt hour per square meters,40 kg CO₂/m²,C,Gas
4439,10574189,None,None,None," 370,000",5,None,None,None,None,None,None,None,None,290  m²  square meters,2,None,None,Yes,None,None,None,425  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
4440,10574188,None,None,None," 165,000",3,None,None,None,1,None,None,None,None,None,None,None,Yes,Yes,None,None, 872,217  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
4441,10574186,None,None,1963," 315,000",3,191  m² square meters,Installed,No,None,None,17  m²  square meters,None,179  m²  square meters,259  m²  square meters,2,None,None,Yes,Good,None," 1,127",284  kWh/m²  kilowatt hour per square meters,71 kg CO₂/m²,D,Fuel oil
4442,10574182,None,None,1970," 400,000",2,95  m² square meters,Installed,No,None,Yes,None,None,None,None,2,No,Yes,None,As new,None,None,288  kWh/m²  kilowatt hour per square meters,76 kg CO₂/m²,F,Gas
4443,10574181,None,None,1970," 800,000",3,200  m² square meters,Hyper equipped,No,None,Yes,None,None,None,None,2,No,Yes,Yes,As new,None,None,253  kWh/m²  kilowatt hour per square meters,67 kg CO₂/m²,E,Gas
4444,10574180,Grand Liège,None,1999," 879,000",4,295  m² square meters,Installed,No,None,Yes,None,None,None,4980  m²  square meters,4,Yes,No,None,As new,None," 1,410",235  kWh/m²  kilowatt hour per square meters,43 kg CO₂/m²,C,Gas
4445,10574171,None,None,None," 320,000",1,56  m² square meters,Installed,No,None,None,7  m²  square meters,None,None,None,2,None,None,Yes,None,None,None,178  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4446,10574168,None,None,2022," 299,900",3,101  m² square meters,USA hyper equipped,No,None,None,4  m²  square meters,None,None,None,2,No,Yes,Yes,As new,None,None,Not specified,Not specified,Not specified,None
4447,10574167,None,None,2002," 185,000",2,85  m² square meters,Semi equipped,None,None,None,8  m²  square meters,None,None,None,4,None,None,None,Good,None, 743,323  kWh/m²  kilowatt hour per square meters,Not specified,D,Fuel oil
4448,10574166,None,None,None," 165,000",2,96  m² square meters,Semi equipped,None,None,None,None,None,None,165  m²  square meters,2,None,None,None,To renovate,None, 153,841  kWh/m²  kilowatt hour per square meters,Not specified,F,None
4449,10574165,None,None,2016," 300,000",2,90  m² square meters,Installed,None,None,None,7  m²  square meters,None,None,None,3,None,Yes,Yes,As new,None," 1,677",91  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4450,10574162,None,None,None," 595,000",6,417  m² square meters,None,No,None,None,None,None,None,359  m²  square meters,2,None,None,None,None,None," 1,851",804  kWh/m²  kilowatt hour per square meters,804 kg CO₂/m²,G,Gas
4451,10574159,None,None,None," 595,000",6,417  m² square meters,None,No,None,None,None,None,None,359  m²  square meters,2,None,None,None,None,None," 1,851",804  kWh/m²  kilowatt hour per square meters,804 kg CO₂/m²,G,Gas
4452,10574157,None,None,None," 259,000",3,155  m² square meters,None,None,None,None,None,None,None,991  m²  square meters,4,None,None,None,To renovate,None, 699,Not specified,406 kg CO₂/m²,E,Fuel oil
4453,10574155,Oost-Vlaanderen,None,2019," 390,000",2,117  m² square meters,Hyper equipped,None,None,None,19  m²  square meters,None,87  m²  square meters,None,2,None,Yes,Yes,As new,None,None,47  kWh/m²  kilowatt hour per square meters,Not specified,A,None
4454,10574147,None,None,None," 419,000",4,150  m² square meters,None,None,None,None,27  m²  square meters,Yes,None,595  m²  square meters,4,None,None,None,None,None,None,4  kWh/m²  kilowatt hour per square meters,Not specified,A+,None
4455,10574145,None,None,None," 127,500",None,30  m² square meters,Installed,No,None,None,None,None,None,None,None,No,Yes,None,Good,None,None,361  kWh/m²  kilowatt hour per square meters,Not specified,G,None
4456,10574144,None,None,None," 355,500",3,130  m² square meters,Installed,None,None,None,54  m²  square meters,None,None,None,3,None,Yes,None,None,None,None,11  kWh/m²  kilowatt hour per square meters,Not specified,A+,Gas
4457,10552589,None,All kind,1967," 375,000",2,120  m² square meters,None,No,None,Yes,None,Yes,None,602  m²  square meters,None,No,No,Yes,As new,None," 1,117",540  kWh/m²  kilowatt hour per square meters,Not specified,F,None
4458,10559844,None,None,None," 1,230,000",None,400  m² square meters,Semi equipped,None,None,None,None,None,None,None,3,None,None,None,Good,None,None,237  kWh/m²  kilowatt hour per square meters,Not specified,E,Gas
4459,10557087,None,None,2002," 1,299,000",4,455  m² square meters,USA hyper equipped,No,None,Yes,None,None,2400  m²  square meters,3600  m²  square meters,4,None,None,Yes,As new,None,None,238  kWh/m²  kilowatt hour per square meters,59 kg CO₂/m²,C,None
4460,10563838,Regio Tienen,None,1975," 349,000",2,215  m² square meters,Hyper equipped,No,None,None,10  m²  square meters,None,260  m²  square meters,480  m²  square meters,4,No,No,Yes,To be done up,None," 1,140",547  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
4461,10563806,None,None,2000," 390,000",3,216  m² square meters,Hyper equipped,No,None,Yes,None,None,1100  m²  square meters,1738  m²  square meters,4,None,None,Yes,Good,None," 1,482",291  kWh/m²  kilowatt hour per square meters,Not specified,C,Fuel oil
4462,10564950,None,None,2005," 729,000",4,258  m² square meters,USA hyper equipped,No,None,None,20  m²  square meters,None,None,1251  m²  square meters,4,Yes,No,Yes,As new,None," 2,051",166  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4463,10569529,None,None,1967," 359,000",3,200  m² square meters,Installed,No,None,None,None,Yes,None,160  m²  square meters,2,No,No,None,None,None, 976,278  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
4464,10570219,None,None,1972," 395,000",3,129  m² square meters,Installed,None,None,None,20  m²  square meters,None,None,437  m²  square meters,4,None,None,None,To renovate,None," 2,231",462  kWh/m²  kilowatt hour per square meters,114 kg CO₂/m²,F,Fuel oil
4465,10571665,None,None,None," 645,000",5,None,Installed,None,None,Yes,None,None,None,3500  m²  square meters,4,None,None,None,None,None,None,848  kWh/m²  kilowatt hour per square meters,Not specified,G,Fuel oil
4466,10313186,None,None,1959," 1,450,000",6,550  m² square meters,Hyper equipped,No,None,Yes,None,None,None,4000  m²  square meters,4,Yes,No,Yes,To renovate,None," 8,400",218  kWh/m²  kilowatt hour per square meters,91 kg CO₂/m²,C,Fuel oil
4467,10559949,None,None,None," 570,000",2,110  m² square meters,Hyper equipped,No,None,None,167  m²  square meters,None,None,None,2,No,Yes,Yes,Good,None," 3,198",377  kWh/m²  kilowatt hour per square meters,112 kg CO₂/m²,G,Fuel oil
4468,10557066,None,None,2008," 1,095,000",3,172  m² square meters,Installed,No,None,None,213  m²  square meters,None,None,None,3,No,Yes,None,Good,None," 1,483",114  kWh/m²  kilowatt hour per square meters,Not specified,B,Gas
4469,10515263,None,None,None," 200,000",4,170  m² square meters,None,None,None,None,None,None,None,726  m²  square meters,4,None,None,Yes,To renovate,None,None,484  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
4470,10469005,None,None,None," 250,000",2,145  m² square meters,Installed,No,None,Yes,None,None,None,67  m²  square meters,None,None,None,Yes,Good,None,None,347  kWh/m²  kilowatt hour per square meters,Not specified,D,Electric
4471,10464694,None,None,None," 319,000",3,178  m² square meters,Semi equipped,No,None,Yes,None,Yes,None,1572  m²  square meters,None,None,None,None,Good,None,None,425  kWh/m²  kilowatt hour per square meters,Not specified,E,Electric
4472,10462913,None,None,2005," 360,000",4,192  m² square meters,USA installed,No,None,None,52  m²  square meters,None,900  m²  square meters,1398  m²  square meters,4,No,No,None,As new,None, 655,242  kWh/m²  kilowatt hour per square meters,Not specified,C,None
4473,10379645,None,None,1874," 360,000",3,190  m² square meters,Installed,No,None,None,None,Yes,None,4395  m²  square meters,4,None,None,None,To renovate,None, 389,507  kWh/m²  kilowatt hour per square meters,Not specified,F,Fuel oil
4474,10417442,None,None,1963," 379,000",4,150  m² square meters,Semi equipped,No,1,None,10  m²  square meters,None,450  m²  square meters,657  m²  square meters,4,None,None,None,Good,None, 937,695  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
4475,10389046,None,None,1956," 381,000",2,215  m² square meters,Installed,None,None,None,None,None,150  m²  square meters,383  m²  square meters,3,No,Yes,Yes,Good,None," 1,798",580  kWh/m²  kilowatt hour per square meters,Not specified,F,Gas
4476,10385400,None,None,1961," 389,000",2,100  m² square meters,None,None,1,Yes,None,None,None,573  m²  square meters,None,None,None,None,To renovate,None," 2,017",933  kWh/m²  kilowatt hour per square meters,Not specified,F,None
4477,10304503,None,All kind,1964," 395,000",3,180  m² square meters,Not installed,None,None,None,25  m²  square meters,None,800  m²  square meters,1080  m²  square meters,4,No,No,None,To be done up,None, 922,1068  kWh/m²  kilowatt hour per square meters,1068 kg CO₂/m²,F,None
4478,10356987,None,None,1991," 449,000",2,120  m² square meters,Hyper equipped,No,None,None,23  m²  square meters,None,600  m²  square meters,955  m²  square meters,4,None,None,None,Good,None," 1,316",586  kWh/m²  kilowatt hour per square meters,Not specified,F,Electric
4479,10482827,None,None,1930," 450,000",3,120  m² square meters,Installed,None,None,None,60  m²  square meters,None,12  m²  square meters,1000  m²  square meters,4,No,No,None,Good, 300, 715,300  kWh/m²  kilowatt hour per square meters,Not specified,E,Fuel oil
4480,10334123,None,None,None," 459,000",3,218  m² square meters,Hyper equipped,No,None,Yes,None,None,None,824  m²  square meters,None,None,None,None,As new,None,None,299  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
4481,10447491,None,None,None," 495,000",3,238  m² square meters,Installed,No,None,Yes,None,Yes,None,585  m²  square meters,None,None,None,None,Good,None,None,352  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
4482,10499885,None,All kind,1995," 518,000",3,146  m² square meters,Installed,No,None,None,None,Yes,None,809  m²  square meters,None,Yes,No,None,As new,None,None,233  kWh/m²  kilowatt hour per square meters,Not specified,C,Gas
4483,10502602,None,None,None," 535,000",None,200  m² square meters,Not installed,None,None,None,50  m²  square meters,Yes,None,110  m²  square meters,2,None,None,None,To be done up,None, 758,196  kWh/m²  kilowatt hour per square meters,Not specified,D,Gas
4484,10475884,None,None,1930," 225,000",3,176  m² square meters,None,No,None,Yes,None,None,None,380  m²  square meters,2,No,No,Yes,Good,None, 205,683  kWh/m²  kilowatt hour per square meters,13109 kg CO₂/m²,F,Electric
4485,10574135,None,None,1930," 725,000",3,130  m² square meters,Hyper equipped,No,None,None,30  m²  square meters,None,110  m²  square meters,285  m²  square meters,3,No,No,Yes,To be done up,None," 2,838",Not specified,Not specified,Not specified,Fuel oil
4486,10574133,None,None,1993," 375,000",3,130  m² square meters,Installed,None,None,Yes,None,None,None,1150  m²  square meters,4,Yes,None,None,None,None, 872,367  kWh/m²  kilowatt hour per square meters,89 kg CO₂/m²,E,Fuel oil
